10473 68 4013 0 62 136 253
10550 121 5350 0 62 136 253
10975 65 4938 0 62 136 253
11267 194 2662 66 29 0 409
8629 66 6339 0 53 119 276
1386 378 8174 127 60 0 364
6677 224 7840 68 36 0 386
6177 306 7468 59 26 0 409
4836 44 9330 0 53 119 276
5258 -49 9161 0 60 131 276
5518 130 8094 0 60 131 276
3497 -6 10197 41 11 79 342
5792 199 7772 0 60 131 276
2630 236 11743 55 28 0 386
6159 -129 7943 0 55 97 386
2183 249 11413 55 28 0 386
3095 -26 9648 0 39 94 276
7394 287 6305 58 24 0 409
3357 29 10641 0 60 131 276
6295 -81 8457 0 60 131 276
2224 108 11087 0 29 77 364
2634 -44 10661 0 72 138 497
4009 78 9758 92 51 22 276
4275 -150 9780 0 72 138 364
5552 226 4964 126 62 0 431
5422 314 1339 70 34 0 785
4794 150 7660 41 31 4 320
5393 268 7265 58 45 45 453
12237 155 4532 97 45 0 320
12070 130 4317 106 58 0 253
12569 205 5183 137 70 0 386
10673 198 1990 0 65 167 342
12655 313 5654 116 60 0 342
10175 186 9537 104 49 0 386
11593 208 5507 0 62 120 497
12574 352 6528 106 42 0 342
6767 191 9121 104 49 0 386
8741 227 10807 104 49 0 386
12635 350 6258 92 39 0 342
7814 363 9597 104 49 0 386
8663 254 9731 97 36 90 409
8944 190 11340 104 49 0 386
8502 215 9300 104 49 0 386
8949 50 6036 0 60 104 475
7429 174 12066 140 66 0 497
8676 94 5182 0 60 104 475
7406 255 11047 130 49 0 386
6453 231 10871 104 25 0 386
7988 335 9225 104 49 0 386
8198 312 9096 104 49 0 342
5452 129 12618 140 66 0 497
8593 164 11198 104 49 0 386
5038 170 12302 104 52 0 386
6600 131 10579 107 55 0 431
7480 178 9179 136 52 0 564
9194 238 8462 104 49 0 342
8646 295 7924 104 49 0 342
8878 226 8148 104 49 0 342
8973 294 9931 127 66 0 386
7457 133 1821 0 87 179 298
7787 237 1703 0 53 143 298
8166 168 5589 0 60 104 475
6697 244 3075 0 87 179 298
7896 276 8746 104 49 0 342
5779 259 2532 0 77 179 298
6304 262 2878 0 87 179 386
7629 223 2149 0 87 179 298
8108 71 6582 0 60 104 475
7537 56 6051 0 60 104 342
10571 137 3559 0 60 104 342
13595 348 3334 126 77 0 386
13828 295 4385 107 58 0 386
11710 37 3424 0 46 89 342
13889 312 5104 126 77 0 386
11496 68 4211 0 46 89 342
13732 247 4038 126 77 0 386
11164 188 6061 127 58 0 386
11642 194 5145 144 58 0 386
9753 204 8755 116 60 0 453
10855 237 7644 116 60 0 364
13780 272 8295 116 60 0 453
10504 235 7973 90 26 0 364
13776 258 5761 116 60 0 342
10269 188 6922 120 26 0 364
12620 173 8339 116 60 0 453
13867 297 6103 116 60 0 364
13883 341 6797 116 60 0 364
11007 196 8698 69 26 96 386
10418 240 6563 90 26 0 364
11296 209 8123 75 18 111 386
12056 197 7460 90 29 111 431
11111 189 7193 116 26 68 386
9891 291 7801 83 29 117 342
13824 350 8760 0 59 153 431
9503 158 8120 69 22 119 453
10569 201 8920 70 11 103 342
9454 240 7106 97 14 117 542
13752 232 9294 0 59 153 431
11896 231 5761 141 18 96 453
10134 230 6314 119 29 80 519
9538 246 6599 94 34 148 386
11389 190 8996 96 19 68 342
8841 293 7218 133 11 73 364
11491 153 4546 148 14 89 386
12427 233 6123 58 14 130 386
11937 207 9181 83 18 65 431
11763 267 6680 144 34 96 475
11425 217 6270 76 29 121 386
11581 216 7562 92 19 102 386
11982 185 8582 100 24 72 431
9186 202 1528 116 56 0 475
7280 192 10090 138 0 39 386
7423 195 11432 138 12 63 386
6788 216 11538 133 2 62 386
6464 245 9945 53 18 72 542
5996 344 9897 113 18 69 475
5795 184 10340 148 25 83 409
7278 223 10571 126 15 85 386
4339 333 11834 116 8 77 386
7790 287 10220 82 0 102 409
7064 272 12359 68 29 117 475
6189 207 11476 111 14 55 342
8635 179 10449 124 18 126 409
6005 167 10820 140 42 83 342
5186 192 11436 83 15 82 475
8704 259 12815 140 66 0 497
5948 216 12531 86 26 65 409
7805 251 12819 111 66 0 409
7837 287 12247 65 24 92 409
4091 223 12485 134 18 80 475
8555 246 12302 92 36 134 409
7525 313 12842 140 66 0 409
6916 273 12775 110 66 0 409
7909 244 12657 140 66 0 497
7238 298 12834 109 66 0 409
5574 216 12014 103 9 65 386
5992 166 11856 96 32 0 431
8281 334 14017 114 49 0 298
5110 261 13902 114 66 0 364
9571 467 14008 114 49 0 253
6558 275 13968 114 66 0 497
7616 284 13979 114 49 0 342
7950 260 14029 114 49 0 253
8922 313 14007 114 49 0 342
9945 455 10959 114 49 0 253
9543 500 12667 114 49 0 253
11284 438 9949 114 49 0 253
11703 462 9891 114 49 0 253
10874 451 10098 114 49 0 253
14022 319 14644 94 46 0 409
5739 348 12819 114 49 0 253
12594 430 9828 114 49 0 253
13902 446 9813 114 49 0 253
9555 468 12229 114 49 0 253
11154 380 14172 104 56 0 386
14371 344 14269 106 56 0 342
14390 358 14067 120 69 0 453
13941 378 11148 104 56 0 386
13796 380 14618 94 46 0 342
10044 367 14241 104 56 0 386
13951 339 11731 104 56 0 453
13953 332 12305 104 56 0 386
13984 356 12910 104 56 0 386
6753 215 9420 128 9 53 431
11839 376 14171 104 56 0 386
10582 300 14269 104 56 0 386
8915 327 12331 114 49 0 253
7619 242 8460 117 31 123 431
2955 180 13741 114 66 0 364
5057 223 9446 0 93 164 475
8531 204 7676 109 17 65 586
3718 215 10416 62 36 121 475
2801 325 12145 72 41 0 342
5906 144 11457 0 45 26 253
6190 61 10806 0 100 45 320
5986 79 10545 0 69 45 320
6344 11 11607 0 206 45 409
13747 904 13887 65 0 106 1317
13363 282 14256 131 93 62 386
5315 198 4062 0 63 128 453
7051 295 1562 130 77 0 253
7824 242 10662 147 0 73 409
10767 171 1699 205 79 2 409
8260 284 11862 85 24 72 409
6438 255 1583 130 77 0 364
278 255 9083 136 62 0 320
203 325 9416 133 51 0 342
6748 290 1550 130 77 0 253
5929 332 346 124 77 0 519
660 185 12195 124 56 0 298
4229 308 2319 4 43 106 431
2119 288 4357 4 43 77 386
1701 289 4374 4 43 77 386
8058 314 8912 104 49 0 276
4788 162 2138 111 49 0 364
3011 286 4186 4 43 77 409
4736 252 1541 111 49 0 320
12146 445 9844 114 49 0 253
9782 391 11399 114 49 0 253
4279 257 1922 4 43 110 386
3565 305 2120 4 43 77 298
4181 318 2737 4 43 111 453
4046 289 3132 4 43 89 386
2558 271 4266 4 43 77 431
2071 314 3702 4 43 106 364
3091 207 12626 114 66 0 364
3747 196 12695 114 66 0 364
176 278 8723 136 62 0 320
151 360 8338 136 62 0 320
3759 260 5923 0 72 184 386
1404 300 6084 141 58 0 276
272 268 6089 141 58 0 276
12647 276 7716 90 29 111 431
13833 341 7167 116 60 0 364
13898 383 6444 83 41 0 231
13867 338 4736 100 48 0 298
9916 195 7043 97 14 117 364
12646 360 5961 116 60 0 209
8612 347 14041 114 49 0 342
12980 283 14116 104 56 0 386
4913 152 6115 85 51 12 276
5104 204 6250 85 51 12 320
5041 306 3418 0 63 128 519
16 256 1303 121 110 87 231
-99 361 859 116 94 80 342
46 477 306 116 94 80 320
